,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
9350,294,192.168.1.1-192.168.1.3-40709-20001,192.168.1.1,192.168.1.3,40709,20001,6, 15/05/2020  20:46:05 ,118068248,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07544816,14.94051136,11.51876159,1.134936804,887731.188,974798.5125,2002656,110,118067985,1816430.538,502155.5878,2002766,21414,118068057,1762209.806,580427.8235,2002850,21618,660,66,132,680,68,272,0.558998724,0.575938079,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,11,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
23922,574,192.168.1.11-192.168.1.5-36435-20002,192.168.1.11,192.168.1.5,36435,20002,6, 16/05/2020  01:32:04 ,118060963,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0764401,14.94143327,11.51947236,1.135006835,887676.4135,979456.8976,2000775,485,118059986,1816307.477,523203.7677,2001987,26875,118060015,1762089.776,598190.2777,2002198,25937,660,66,132,680,68,272,0.559033217,0.575973618,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,13,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
38141,103,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  03:06:26 ,118143904,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65886971,14.59237372,11.37595724,1.066495991,945151.232,994148.8754,2069213,218,118142976,1936770.098,305229.2778,2070084,269012,118143098,1875287.27,455277.2749,2069870,218,620,62,124,640,64,256,0.524783742,0.541712249,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
40320,10,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  18:56:58 ,108979161,6,6,84,78,66,1391,1385,1361,17,8,14,4.647580015,16,7,13,4.647580015,14,5,11,4.647580015,282,176,231.8333333,55.30430966,281,175,230.8333333,55.30430966,277,171,226.8333333,55.30430966,13.5346977,13.42458491,13.09424652,0.110112795,9907196.455,10875416.16,33722516,11455,108979161,21795832.2,12344389.55,42000003,10979432,49276550,9855310,10366126.18,26417206,2530807,60,6,12,60,6,24,0.055056397,0.055056397,122.9166667,8,282,119.755401,14341.35606,121.9166667,7,281,119.755401,14341.35606,118.9166667,5,277,118.7636754,14104.81061,3353726.6,4508775.484,10979432,0,18442105.6,11230662.17,33722516,5030548,1,11,12,MASTER,1,0,0,0,0,6,6,REPLAY
2077,157,192.168.1.1-192.168.1.10-36758-20001,192.168.1.1,192.168.1.10,36758,20001,6, 15/05/2020  00:08:02 ,118058639,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38168978,15.2466606,11.82463233,1.135029178,887658.9398,960305.0346,2000567,459,118057875,1816275,438288.4998,2001367,432183,118057715,1762055.448,532163.1809,2001498,459,660,66,132,680,68,272,0.559044222,0.575984956,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,2,18,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
19645,113,192.168.1.12-192.168.1.3-50547-20003,192.168.1.12,192.168.1.3,50547,20003,6, 16/05/2020  00:06:01 ,118063691,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97442858,14.85638798,11.48532617,1.118040601,901249.5496,980177.1873,2002218,167,118063507,1844742.297,469227.5528,2002534,6646,118063347,1788838.591,557052.9849,2002533,7042,650,65,130,670,67,268,0.550550296,0.567490305,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,11,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
11620,171,192.168.1.11-192.168.1.5-42312-20002,192.168.1.11,192.168.1.5,42312,20002,6, 15/05/2020  19:02:01 ,118042712,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07892574,14.94374341,11.52125343,1.135182323,887539.188,962868.1145,2000578,428,118041941,1816029.862,449987.1374,2001346,118800,118041828,1761818.328,541552.4572,2001359,428,660,66,132,680,68,272,0.559119652,0.576062671,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,13,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
18279,631,192.168.1.12-192.168.1.6-53837-20003,192.168.1.12,192.168.1.6,53837,20003,6, 16/05/2020  01:46:05 ,118077028,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97262424,14.85470993,11.48402888,1.117914316,901351.3588,968231.1387,2000858,357,118075946,1844936.656,412770.887,2007083,379220,118075724,1789026.121,516394.6035,2006755,357,650,65,130,670,67,268,0.55048811,0.567426206,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,14,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
27873,226,192.168.1.3-192.168.1.1-20000-38216,192.168.1.3,192.168.1.1,20000,38216,6, 16/05/2020  15:33:03 ,333,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,3024024.024,3018018.018,3000000,6006.006006,333,-1,333,333,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,3003.003003,3003.003003,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
37493,1027,192.168.1.12-192.168.1.5-40910-20000,192.168.1.12,192.168.1.5,40910,20000,6, 16/05/2020  22:47:11 ,235,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4285106.383,4276595.745,4251063.83,8510.638298,235,-1,235,235,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4255.319149,4255.319149,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
30920,1015,192.168.1.4-192.168.1.2-20000-47377,192.168.1.4,192.168.1.2,20000,47377,6, 16/05/2020  18:21:03 ,20339147,12,12,84,72,24,93,81,57,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.75,0.866025404,7,4,6.75,0.866025404,5,2,4.75,0.866025404,8.702429851,7.522439363,3.982467898,1.179990488,884310.7391,1003371.548,2000940,221,20339147,1849013.364,504004.3894,2001258,329383,20338500,1848954.545,504193.8287,2001212,328753,120,12,48,120,12,24,0.589995244,0.589995244,7.375,5,8,0.710939366,0.505434783,6.375,4,7,0.710939366,0.505434783,3.375,2,5,1.526932133,2.331521739,0,0,0,0,0,0,0,0,12,1,24,OUTSTATION,1,129,0,0,0,12,12,NORMAL
11439,950,192.168.1.1-192.168.1.5-41538-20001,192.168.1.1,192.168.1.5,41538,20001,6, 15/05/2020  22:16:08 ,118060536,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07649825,14.94148731,11.51951402,1.13501094,887673.203,974000.0623,2001190,420,118059627,1816301.954,499159.5659,2002378,14219,118059619,1762083.866,579915.1385,2002000,420,660,66,132,680,68,272,0.559035239,0.575975701,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,13,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
1808,103,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  13:02:18 ,118293489,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63906869,14.57392131,11.36157206,1.065147381,946347.912,989624.7739,2073602,189,118293105,1939231.23,260278.6699,2073954,681210,118293209,1877669.984,427798.9851,2073878,402,620,62,124,640,64,256,0.52412014,0.541027241,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
2282,362,192.168.1.1-192.168.1.9-49367-20001,192.168.1.1,192.168.1.9,49367,20001,6, 15/05/2020  01:00:03 ,118057955,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20390595,15.08581103,11.71458543,1.118094922,901205.7634,984257.9898,2000489,536,118057038,1844641.219,488816.5579,2002013,17862,118056654,1788737.182,573145.5555,2001960,17936,650,65,130,670,67,268,0.550577045,0.567517877,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,2,17,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
38267,109,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  03:18:35 ,119014707,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.5442974,14.48560471,11.292722,1.058692687,952117.656,994424.8868,2100447,311,119013979,1951048.836,256244.5833,2101239,588024,119013415,1889101.825,427139.2233,2101279,311,620,62,124,640,64,256,0.520944021,0.537748667,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
21322,365,192.168.1.12-192.168.1.6-53837-20003,192.168.1.12,192.168.1.6,53837,20003,6, 16/05/2020  02:12:06 ,118062166,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97463492,14.85657988,11.48547453,1.118055042,901237.9084,982905.3947,2002323,127,118061944,1844717.875,480858.601,2002590,13976,118061908,1788816.788,566576.3884,2002589,14095,650,65,130,670,67,268,0.550557407,0.567497635,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,14,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
35531,144,192.168.1.11-192.168.1.4-38738-20000,192.168.1.11,192.168.1.4,38738,20000,6, 16/05/2020  19:36:02 ,221,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4556561.086,4547511.312,4520361.991,9049.773756,221,-1,221,221,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4524.886878,4524.886878,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
518,13,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  11:46:03 ,118147827,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65834977,14.59188919,11.37557951,1.066460579,945182.616,989403.163,2072220,391,118147012,1936836.262,271078.217,2073003,542918,118147036,1875349.778,433855.7683,2072847,391,620,62,124,640,64,256,0.524766317,0.541694262,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
40346,36,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  19:54:00 ,116812654,10,11,514,504,464,88,77,55,282,7,51.4,96.88045325,281,6,50.4,96.88045325,277,2,46.4,96.88045325,8,8,8,0,7,7,7,0,5,5,5,0,5.153551258,4.973776214,4.443011799,0.179775044,5840632.7,6064598.486,21076970,10045,114490671,12721185.67,16737069.45,49990435,10045,106583359,10658335.9,8824749.189,30842063,2912698,100,10,40,110,11,22,0.085607164,0.09416788,28.66666667,7,282,68.67993399,4716.933333,27.66666667,6,281,68.67993399,4716.933333,24.71428571,2,277,68.3557919,4672.514286,3809857.429,4897458.753,11001870,0,12157901,6281627.412,21076970,5167775,11,1,21,OUTSTATION,1,129,0,0,0,11,10,REPLAY
16235,23,192.168.1.12-192.168.1.10-55149-20003,192.168.1.12,192.168.1.10,55149,20003,6, 15/05/2020  18:30:02 ,118056411,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07705997,14.94200938,11.51991653,1.135050599,887642.188,975379.6324,2001210,195,118055439,1816237.523,500383.4572,2001501,105361,118056055,1762030.672,582904.5304,2001510,463,660,66,132,680,68,272,0.559054773,0.575995826,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,18,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
38198,40,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:00:22 ,118728899,64,64,530,466,338,1336,1272,1016,17,8,8.28125,1.578312842,16,7,7.28125,1.578312842,14,5,5.28125,1.578312842,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.71647691,14.63839061,11.40413169,1.078086305,934873.2205,989832.9352,2104004,244,118728004,1884571.492,418992.988,2104946,165644,118728066,1884572.476,445320.3418,2205475,244,640,64,128,640,64,256,0.539043152,0.539043152,14.578125,7,282,39.81089341,1584.907234,13.578125,6,281,39.81089341,1584.907234,10.578125,2,277,39.6638651,1573.222195,0,0,0,0,0,0,0,0,3,12,128,MASTER,1,129,0,0,0,64,64,INIT_DATA
37548,899,192.168.1.4-192.168.1.2-20000-43236,192.168.1.4,192.168.1.2,20000,43236,6, 16/05/2020  22:18:22 ,20694768,12,12,84,72,24,93,81,57,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.75,0.866025404,7,4,6.75,0.866025404,5,2,4.75,0.866025404,8.552886411,7.393172999,3.914032764,1.159713412,899772.5217,997172.3838,2000977,220,20694768,1881342.545,396796.8798,2001225,684955,20693634,1881239.455,397181.9043,2001226,683691,120,12,48,120,12,24,0.579856706,0.579856706,7.375,5,8,0.710939366,0.505434783,6.375,4,7,0.710939366,0.505434783,3.375,2,5,1.526932133,2.331521739,0,0,0,0,0,0,0,0,12,1,24,OUTSTATION,1,129,0,0,0,12,12,NORMAL
32656,537,192.168.1.12-192.168.1.5-40958-20000,192.168.1.12,192.168.1.5,40958,20000,6, 16/05/2020  22:57:27 ,625,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,1611200,1608000,1598400,3200,625,-1,625,625,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,1600,1600,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
28669,1032,192.168.1.3-192.168.1.1-20000-39824,192.168.1.3,192.168.1.1,20000,39824,6, 16/05/2020  18:24:54 ,122,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,8254098.361,8237704.918,8188524.59,16393.44262,122,-1,122,122,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,8196.721311,8196.721311,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
23374,26,192.168.1.11-192.168.1.10-32935-20002,192.168.1.11,192.168.1.10,32935,20002,6, 15/05/2020  23:16:00 ,118049419,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97635987,14.8581841,11.48671473,1.11817577,901140.6031,973441.6087,2000638,366,118048635,1844509.922,436636.6963,2005880,264133,118048628,1788615.576,535068.7507,2006337,366,650,65,130,670,67,268,0.550616856,0.567558914,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,18,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
35730,348,192.168.1.11-192.168.1.4-38942-20000,192.168.1.11,192.168.1.4,38942,20000,6, 16/05/2020  20:20:21 ,316,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3186708.861,3180379.747,3161392.405,6329.113924,316,-1,316,316,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3164.556962,3164.556962,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
29219,461,192.168.1.4-192.168.1.11-20000-37230,192.168.1.4,192.168.1.11,20000,37230,6, 16/05/2020  16:23:46 ,7,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,143857142.9,143571428.6,142714285.7,285714.2857,7,-1,7,7,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,142857.1429,142857.1429,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,12,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
15297,39,192.168.1.12-192.168.1.8-43941-20003,192.168.1.12,192.168.1.8,43941,20003,6, 15/05/2020  18:38:02 ,118059267,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97502719,14.85694469,11.48575656,1.118082497,901215.7786,967823.2784,2002773,159,118059032,1844672.375,407357.1433,2002969,367724,118058989,1788772.561,512201.4684,2003092,447,650,65,130,670,67,268,0.550570926,0.56751157,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,16,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
620,115,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  15:10:31 ,118259697,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64353746,14.57808572,11.36481857,1.065451741,946077.576,1000392.153,2201920,371,118259033,1938672.672,338760.1956,2202731,15897,118259028,1877127.429,478003.7539,2202674,371,620,62,124,640,64,256,0.524269904,0.541181836,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
1656,191,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  14:30:44 ,118238281,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64637091,14.58072619,11.36687703,1.065644721,945906.248,995429.853,2077864,211,118238003,1938327.918,305478.8634,2078079,268034,118237985,1876793.413,455702.5942,2078093,393,620,62,124,640,64,256,0.524364863,0.541279858,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,STOP_APP
1758,53,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  12:12:10 ,118235224,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64677545,14.58110317,11.36717092,1.065672274,945881.792,992405.9001,2065118,168,118235003,1938278.738,284564.7355,2065370,423071,118234868,1876743.937,442315.3571,2065388,463,620,62,124,640,64,256,0.52437842,0.541293853,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
37803,42,192.168.1.5-192.168.1.2-20000-50877,192.168.1.5,192.168.1.2,20000,50877,6, 16/05/2020  19:14:06 ,21242490,12,12,84,72,24,93,81,57,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.75,0.866025404,7,4,6.75,0.866025404,5,2,4.75,0.866025404,8.332356518,7.202545464,3.813112305,1.129811053,923586.5217,998238.7215,2000854,285,21242490,1931135.455,231765.5805,2001180,1232336,21241255,1931023.182,232096.8152,2001139,1231225,120,12,48,120,12,24,0.564905527,0.564905527,7.375,5,8,0.710939366,0.505434783,6.375,4,7,0.710939366,0.505434783,3.375,2,5,1.526932133,2.331521739,0,0,0,0,0,0,0,0,13,1,24,OUTSTATION,1,129,0,0,0,12,12,NORMAL
21992,78,192.168.1.1-192.168.1.8-36736-20001,192.168.1.1,192.168.1.8,36736,20001,6, 15/05/2020  23:48:02 ,118063623,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0760779,14.94109663,11.51921282,1.134981263,887696.4135,960063.4257,2001319,191,118059584,1816301.292,435048.5427,2001617,418701,118063316,1762139.045,529465.8743,2001700,469,660,66,132,680,68,272,0.559020622,0.575960641,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,16,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
